code,description,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24,baseline,2018-19_pct,2019-20_pct,2020-21_pct,2021-22_pct,2022-23_pct,2023-24_pct
K40-K46,Hernia,29198.0,30577.0,29401.0,32804.0,33215.0,36731.0,29887.5,-2.3069845253032204,2.3069845253032204,-1.6277708071936428,9.758260142199916,11.133416980342952,22.89753241321623
K50-K52,Noninfective enteritis & colitis,26495.0,28149.0,25111.0,29438.0,29568.0,31571.0,27322.0,-3.0268647975990044,3.0268647975990044,-8.092379767220555,7.744674621184394,8.220481663128615,15.551570163238415
K55-K63,Other diseases of intestines,166354.0,,,,,,166354.0,0.0,,,,,
K55-K64,Other diseases of intestines,,170458.0,153451.0,167595.0,160540.0,176187.0,170458.0,,0.0,-9.977237794647362,-1.6795926269227612,-5.818442079573853,3.3609452181769117
K65-K67,Diseases of peritoneum,5547.0,5632.0,4814.0,5358.0,5136.0,5353.0,5589.5,-0.7603542356203595,0.7603542356203595,-13.874228464084446,-4.141694248143841,-8.113426961266661,-4.231147687628589
K70-K77,Diseases of liver,24885.0,25743.0,27623.0,30315.0,29931.0,30006.0,25314.0,-1.694714387295568,1.694714387295568,9.12143477917358,19.755866319032947,18.23891917515999,18.535197914197678
K80-K87,"Disorders of gall bladder, biliary tract & pancreas",112653.0,118344.0,115141.0,125599.0,122703.0,138751.0,115498.5,-2.463668359329342,2.463668359329342,-0.3095278293657493,8.745135218206297,6.237743347316199,20.132296090425417
K90-K93,Other diseases of the digestive system,65164.0,65616.0,57572.0,62936.0,59038.0,62559.0,65390.0,-0.345618596115614,0.345618596115614,-11.955956568282613,-3.7528674109191007,-9.714023551001683,-4.3294081663862976
L00-L08,Infections of the skin and subcutaneous tissue,,156855.0,112587.0,131221.0,139526.0,154177.0,156855.0,,0.0,-28.22224347327149,-16.34248191004431,-11.047782984284849,-1.7073092983966083
L00-L14  L55-L99,Other infections and disorders of the skin,180007.0,,,,,,180007.0,0.0,,,,,
L10-L14,Bullous disorders,,716.0,603.0,752.0,698.0,804.0,716.0,,0.0,-15.782122905027931,5.027932960893855,-2.5139664804469275,12.290502793296088
L20-L30,Dermatitis and eczema,8629.0,9053.0,7026.0,8411.0,8369.0,10264.0,8841.0,-2.397918787467481,2.397918787467481,-20.529351883271126,-4.863703200995363,-5.338762583418165,16.09546431399163
L40-L45,Papulosquamous disorders (including Psoriasis),1225.0,1205.0,948.0,1162.0,1189.0,1324.0,1215.0,0.823045267489712,-0.823045267489712,-21.975308641975307,-4.362139917695473,-2.139917695473251,8.97119341563786
L50-L54,Urticaria and erythems,5655.0,6132.0,4396.0,5069.0,4785.0,5409.0,5893.5,-4.046831254772207,4.046831254772207,-25.409349283108508,-13.989988970900145,-18.808857215576484,-8.220921354034106
L55-L59,Radiation-related disorders of the skin and subcutaneous tissue,,344.0,289.0,311.0,317.0,341.0,344.0,,0.0,-15.988372093023257,-9.593023255813954,-7.848837209302325,-0.872093023255814
L60-L75,Disorders of skin appendages,,12855.0,11111.0,14175.0,15014.0,16400.0,12855.0,,0.0,-13.566705562038116,10.268378063010502,16.7950213924543,27.576818358615323
